,top_score_synthetic,top_explanation_init_strs,explanation_init_ngrams,module_num,fmri_test_corr
181,0.019,positive emotions and experiences,"['wayward path as', 'been anything but', 'was so full', 'as always and', 'main university campus', 'so full', 'little bit of', 'preserver unit', 'a tiny bit', 'loving it there', 'there that she', 'ever going to', 'little bit', 'was entirely sincere', 'anything ever again', 'is excruciatingly slow', 'was inhabiting every', 'engineer wrote', 'being that', 'whole shamanistic process', 'little puppy', 'little bit wet', 'in that waiting', 'ultimate perfect', 'really nervous about', 'just took', 'forward to coming', 'so full that', 'every last ounce', 'unbelievably hot and', 'was waiting', 'would ever', 'a great kid', 'a little concerned', 'and took', ""i 'm ever"", 'a super achiever', 'was watching', 'emotional roller coaster', 'was really awesome', 'was so happy', 'was amazing and', 'my absolute favorite', 'ninja turtles', 'being really', 'last ounce of', 'that disappointed look', 'everything i was', 'was really great', 'everything alright', 'everything okay', 'that that pleasure', 'was perfect and', 'know she always', 'pissed at', 'thrived', 'little bit and', 'there in his', 'that it sucked', 'a little bit', 'gettysburg', 'supportive friend and', 'this little puppy', 'excruciatingly slow', 'was very acute', 'were in line', 'there watching', 'over at', 'that pure and', 'miserable and', 'alone directed at', 'alcoholic legal', 'golden retriever right', 'was really happy', 'was very into']",147,0.627
159,0.018,"events or activities related to school, such as attending a reunion, starting kindergarten, or being promoted up into a higher grade","['end the video', 'for first grade', 'surgeries on the', 'at the reunion', 'this au pair', 'event beginning of', 'of letters', 'school for social', 'of fine arts', 'announcing an introductory', 'for social', 'after the reveal', 'thanksgiving video address', 'last trimester of', 'the home stretch', 'a village or', 'a blowjob after', 'in first grade', 'coming up for', 'press conference with', ""valentine 's day"", 'invited to speak', 'surgeries on', 'this photo shoot', 'dr upward', 'end of', 'place the first', 'the treatment of', 'promoted up into', 'after senior year', 'at a funeral', 'emergency liver', 'at the holiday', 'dates with other', 'writes this on', 'start in kindergarten', 'home for thanksgiving', 'first week of', 'absence after the', 'this brochure for', 'end of class', 'for moving up', 'showed up unannounced', 'for memorial day', 'found this brochure', 'for this photo', 'these details to', 'us on sunday', 'after the show', 'say a uterus', 'end of the', 'for the monthly', 'thanksgiving after', 'on sunday', 'promoted up', 'senior year', 'of childcare experience', 'his obituary', 'duty after school', 'first grade', 'on the home', 'a press conference', 'dates with', 'also see a', 'this brochure', 'day of art', 'at school', 'to inform you', 'the first place', 'name hobby', 'photographed by this', 'sta', 'at the funeral', 'send a copy', 'on stage at']",97,0.641
143,0.018,"""wanna"" or ""ca n't""","['little bit wet', ""'d give her"", 'wanna give it', ""ca n't take"", ""ca n't buy"", ""n't wanna take"", 'it wanna give', ""n't wanna do"", ""'d give"", ""ca n't tell"", 'one at a', ""n't care you"", ""n't wanna meet"", ""n't take"", 'up yeah', ""n't take too"", ""n't wanna go"", 'up i i', 'a a really', 'c my', ""n't wanna shoot"", ""n't wanna be"", ""could n't lose"", 'get further acclimated', ""ca n't get"", 'wanna take', ""'d get her"", 'horizon this is', ""ca n't think"", ""n't wanna drink"", 'pence i think', 'a tai chi', ""n't give"", 'little bit away', 'pence', ""ca n't dance"", ""'d pay"", 'up i', ""ca n't wear"", 'up yeah yeah', 'wanna die on', 'gave a shit', 'pence i', ""ca n't blame"", ""ca n't help"", ""ca n't keep"", ""n't wanna talk"", 'up a uh', ""n't wanna pioneer"", ""do n't wanna"", ""down you 'd"", 'the physique was', 'no one cared', ""'d buy"", ""n't take the"", 'wanna take your', ""could n't go"", 'every last ounce', 'tippy toes', 'never knew before', 'really wanna speak', 'wanna shoot', 'wanna do that', ""why could n't"", 'physique was', ""you you 're"", 'wanna die', ""could n't shake"", ""n't wanna bother"", ""'s this fo"", 'pence in and', ""could n't figure"", ""n't really matter"", 'up uh', 'wanna give']",175,0.621
60,0.018,repetition of words or phrases,"['over the years', 'again and they', 'up and up', 'grade third grade', 'grade second grade', 'the next four', 'little whatever', 'officer the green', 'go and again', 'year so i', 'the next two', 'the recycling bin', 'camper van and', 'so gon na', 'again and i', 'oranges to choose', 'chariots of fire', 'again and that', 'next gon na', 'me an hour', 'thing the thing', 'way and again', ""jeep that 's"", 'gate after another', 'universes the heads', 'chuck - e', 'now my other', 'box the cards', 'off and um', 'and back again', 'night so i', ""parson 's or"", 'lpu the thing', 'night and i', 'box and there', 'next and i', 'of sizzling apple', 'you gon na', 'on the other', 'the way he', 'next two years', 'camp the other', 'i gon na', 'gon na wonder', 'half an hour', 'blades gon na', 'tree and they', 'about a year', 'left and the', 'sleep that night', 'time any place', 'flip a coin', 'box something that', 'the first week', 'the next week', 'easels and knowingly', 'night and um', 'progressively more undone', 'house that i', 'hoarder', 'cockerels two roosters', 'the next five', 'back and that', 'quarter so i', 'in the day', 'about a month', 'goes by and', 'and how two', 'stadium so many', 'later and came', 'go i go', 'home of twenty', 'long island and', 'the whitney biennial', 'and joust']",190,0.617
197,0.018,baseball,"['and { cg', 'first base stands', 'one sixty', 'had { cg', 'new york yankees', 'mean { cg', 'on one sixty', 'know { cg', 'for the yankees', 'away { cg', 'nineteen ninety', 'york yankees', 'bleachers', 'nineteen ninety one', 'biafran wars', 'while this was', ""he was n't"", ""she was n't"", 'found myself again', 'survived the biafran', 'sox on opening', 'with debbie reynolds', 'black community adult', 'always fucking with', 'nineteen ninety three', 'day yankees win', 'main rotor blade', 'wrap my brain', 'i kept pushing', ""i were n't"", '{ cg', 'find my voice', 'day yankees', 'achieve my dream', 'right field wearing', 'a left handed', 'pitch on opening', ""i was n't"", ""that would n't"", 'to the bleachers', 'first pitch on', ""was n't a"", ""somehow could n't"", 'i ninety five', ""sam was n't"", 'best left handed', 'the biafran', 'roll roll roll', 'until i was', 'day nineteen ninety', ""marc was n't"", 'go f myself', ""who would n't"", 'hitting right fielder', ""was n't sure"", 'the red sox', 'empty zero there', ""they were n't"", 'able to land', ""still was n't"", ""suddenly i 'm"", ""were n't slaving"", 'friends n shit', 'jt { cg', 'ninety nine percent', ""before i 'm"", 'for a for', 'defined by a', 'in the bleachers', 'find myself on', 'handed bat stretcher', 'biafran', ""you were n't"", 'ninety nine', 'really ninety nine']",120,0.635
50,0.018,family and relationships,"['do actuarial science', 'do actuarial', 'insanely i run', 'anorexically', 'crazed livid aunts', 'as i watch', 'in terms of', ""turmoil he 's"", 'actuarial science', 'and debauched and', ""that 's all"", 'the combined effects', 'debauched and', 'a great deal', 'all of it', 'and i run', 'debauched', 'capabilities these are', 'epilepsy increase in', 'prozac', ""luka we 're"", 'my farah', 'intakes dysfunctional family', 'i have interacted', ""power it 's"", 'mine i do', 'as the numbers', 'and all while', ""and we 've"", 'fifteen months of', 'transracially adoptive families', 'and screamed obscenities', 'a nervous breakdown', ""what i 've"", ""i 'd only"", 'all the way', 'hand drags me', 'deformities', 'and a half', 'the effects of', 'even further', ""down they 've"", ""yet i 'm"", 'that we only', 'cognitive ability and', 'for an entire', 'who complulsively cleans', 'transracially adoptive', 'actuarial', 'transracially', 'almost anorexically', 'two armoirs', 'my almost anorexically', 'how devastating it', 'drop in altitude', 'livid aunts', 'so a lot', ""i 've spent"", ""we 're not"", 'livid aunts we', ""it 's all"", 'over and over', 'all and so', 'branding and marketing', 'the effects', 'in terms', ""away it 's"", 'quite a long', 'horrific nightmarish', 'forefingers', 'great deal and', ""sin it 's"", 'deformities and', 'anything with me', 'that my children']",87,0.646
79,0.018,questions,"['how come you', 'you how to', 'how could you', ""buck who 's"", ""you 've got"", ""hey who 's"", 'anyone ever think', ""how 's it"", 'think he ever', ""'s me cause"", 'you how much', ""pot you 're"", 'that buck ok', ""n't you ever"", 'wha what', 'how come i', 'how do you', ""what 's ever"", ""who 's also"", ""cuz that 's"", ""cause he 's"", 'like wha what', 'this wife beater', 'gun who in', 'thing you ever', 'duh you know', ""here 's another"", ""'s how you"", ""who 's this"", 'wha what the', 'you know cause', 'are you kidding', 'you know what', ""in who 's"", 'she ever', ""who 's still"", 'danny tartabull says', 'you blew it', ""you 're ever"", 'you did it', ""i 've ever"", ""you 're cool"", 'he ever', 'you that if', ""that 's wha"", 'happened did they', ""hey you 're"", ""you 're into"", ""'s how they"", 'you know how', ""n't you over"", 'you big wimp', 'you know opening', 'you know bouncing', 'you know when', ""that who 's"", 'you that uncle', 'says tricia', 'well did you', ""they 've got"", 'you know pulled', ""you 'd move"", 'you still got', 'you know walked', 'you know hitting', 'you know giggling', 'you sure i', 'you know appropriately', ""i 've got"", 'you know drumming', 'cause they hear', 'gun who', 'know how everybody', ""hey we 're"", ""he 's ever""]",5,0.714
158,0.017,"locations, either physical or metaphorical","[""is i 'm"", 'pennsylvania', 'so i sing', 'for delivering', 'so chloe', 'so danny', 'the hindu', ""tricia i 'm"", 'i by the', 'falling out', ""is you 're"", 'no experience', ""is we 're"", 'phone i hear', ""i 'm headlining"", 'and so tim', 'the forever', 'the age', 'dc', 'release from the', ""day i 'm"", 'and so after', 'conversation has been', 'up in oklahoma', 'the financial times', 'a message', 'by age', 'the likelihood', 'beaver', ""box i 'm"", 'asks', 'new jersey', 'neither', 'd.', 'so i keep', 'phone is that', 'so tim', ""matt i 'm"", 'so anymore', 'for support', 'so i start', ""arizona i 'm"", 's.a.t . no', 'realm', 'd. j.', 'physical', 'long wait', ""i 'm leaving"", 'likelihood is', 'active duty', 'lake cause i', 'the likelihood is', 'asks us', ""bike i 'm"", 'for social', 'i continue', 'i keep', 'and so while', 'i end', ""chloe i 'm"", 'state of', 'no book', 'chief petty officer', 'oklahoma', 'texas since i', 'played college', 'matt i have', 'spend the summer', ""so i 'm"", 'reserve duty', 'so i ask', 'pause just wait', 'been touring', 'some paperwork', 'the navy']",54,0.661
183,0.017,"repetition of the word ""i""","['i i i', 'i s i', 'out fishtail', 'na happen so', 'camp i i', 'i re i', 'i ever stand', 'camp i', 'myself i i', 'wa', 'themes i', 'words a a', 'prozac', 'themes i never', 'am no', 'i i never', 'a a apart', 'or hemp', 'na happen to', 'water they only', 'sl } i', 'i i walk', 'i i ca', 'water i could', 'or hemp unlimited', 'whatsoever i it', 'um a letter', 'i never i', 'na open myself', 'me i ca', 'a can', 'na pass', 'na start', 'say i i', 'a a journey', 'na fly this', 'president i i', 'of s you', 'i s', 'lines a three', 'campaign i', 'fishtail', 'flower t', 'boat and i', 'appears out', 'drawn a naked', 'me i i', 'what i come', 'can drown in', 'happened just a', 'myself the writing', 'country i i', 'a novel', 'as the rice', 'tripping well i', 'na need', 'a matter', 'am gon', 'na ever see', 'in camp i', 'out like under', 'na know', 'na start out', '- cheese', 'water so it', 'luka luka', 'for a moment', 'na find', 'swim we drown', 'can in a', 'had a moment', 'be a difficult', 'boat are david', 'na happen much', 'na stab']",101,0.64
179,0.017,"thoughts, ideas, and reflections","['for that matter', 'thinking to myself', 'at the moment', 'i notice that', 'thought to myself', 'funny thing for', 'b', 'mind that i', 'more pragmatic than', 'i realize that', 'realize that i', 'weird thing happened', 'occurs to me', 'next two years', 'pragmatic than she', 'one thing', 'right now i', 'weird thing about', 'pragmatic than', 'paramedics the', ""n't mention that"", 'tell chloe i', 'to my surprise', 'saying to myself', 'second that', 'more pragmatic', 'got to say', ""that 's where"", 'thinking to yourself', 'vague and idealistic', 'pragmatic', 'calligrapher', 'second that you', 'beside myself', 'priori', ""that 's all"", 'note that', 'because i realize', 'two three', 'mind that', 'calligrapher and', ""'m beside myself"", 'funny thing', 'can i say', 'i realize i', 'kid in right', 'thing about', 'with nonverbal', 'short sleeve blouse', 'thing is i', 'calligrapher and she', 'memorize', 'i realize he', 'boy that i', 'mind my saying', 'sister in law', 'two i', 'to be honest', ""that 's the"", 'wayward path as', 'and right now', 'keep being judgmental', 'find myself', 'admit that i', 'calculus and probability', 'right now so', 'to myself i', ""that 's how"", 'two that', 'change my mind', 'memorize this', 'guy to guy', ""because i 'm"", 'three i', 'thing you know']",128,0.631
137,0.017,"negative contractions, such as ""didn't,"" ""don't,"" ""won't,"" ""aren't,"" and ""couldn't.""","['gon they that', ""did n't learn"", 's.a.t .', ""n't tell and"", ""do n't see"", ""did n't experience"", ""did n't tell"", ""do n't know"", 's.a.t', ""did n't ask"", 's.a.t . no', ""n't help but"", ""n't you know"", ""did n't say"", ""n't be sure"", ""did n't care"", ""do n't come"", ""n't do it"", ""did n't touch"", ""n't think they"", ""do n't tell"", ""n't want anymore"", 'gon na perform', ""n't tell us"", ""n't stop thinking"", ""are n't gon"", ""did n't know"", ""wo n't say"", ""n't wanna meet"", ""do n't we"", ""do n't think"", ""do n't ever"", ""had n't heard"", ""n't understand was"", ""did n't understand"", ""did n't talk"", ""could n't tell"", ""n't stop i"", ""are n't there"", ""do n't hear"", ""n't want us"", ""n't wanna do"", ""do n't ask"", ""n't wanna talk"", ""were n't watching"", ""did n't want"", ""n't hear anything"", ""n't stop do"", ""n't want them"", ""did n't write"", ""n't go back"", 'what was the', 'and what comes', ""n't you think"", ""had n't known"", ""n't tell you"", ""do n't speak"", ""do n't stop"", 'gon na tint', ""were n't gon"", ""n't move do"", ""do n't mind"", ""n't we just"", ""n't wanna bother"", ""n't imagine why"", ""did n't think"", 'gon they', 'what but the', ""have n't seen"", ""is n't it"", ""n't know and"", 'and what the', ""n't learn"", 'gon na get', ""did n't hear""]",145,0.627
108,0.017,commands or requests,"['profound and nauseating', 'no no no', ""i 'll never"", 'i recently miraculously', 'then make sure', 'i release from', ""i 'd rather"", ""i 've made"", 'miraculously', 'recently miraculously', ""i 'd like"", ""i 've certainly"", 'of a sudden', ""he 's been"", ""it 's agreed"", ""it 's like"", ""i 'll only"", ""it 's just"", ""it 's amazing"", 'no no it', ""there 's like"", ""i 've purchased"", 'give me', 'come to me', 'insist that i', 'i would like', ""there 's something"", 'she has to', 'come with me', 'swear to god', 'just go ahead', 'make sure your', 'give me her', ""he 's like"", ""you 're not"", ""i 'll accept"", 'we can discuss', 'he gave me', ""'ll make sure"", 'no no', ""he 'll listen"", 'regimens of various', 'it just seems', ""there 's more"", ""what 's happening"", 'go and find', ""he 's great"", 'go ahead and', ""it 's okay"", 'be fixed and', 'you must be', ""i 'll make"", 'i have received', 'and he starts', ""he 's very"", 'i have literally', 'and my translator', 'sit down and', 'snap out of', 'therefore go and', ""he 's just"", 'let me go', 'i just felt', 'there is no', 'just discreetly follow', ""it 's totally"", ""i 'll go"", ""you 're totally"", 'oh no but', 'mother had to', ""what 's wrong"", ""fine he 's"", ""it 'll break"", 'no no i', 'explain this to']",164,0.624
17,0.017,"""and"" multiple times","['and so ]', 'so ]', 'and and so', 'and so they', 'so and they', 'went on like', 'and off we', 'along and they', 'went on and', 'and and he', 'and and i', 'on and so', 'and well', 'and so anyway', 'and we slept', 'began and so', 'and so for', 'and and too', 'and so every', 'went on', 'and so', 'and so while', 'and they strap', 'bit better', 'and so we', 'and and uh', 'on long', 'pretty well', 'along and we', 'and then and', 'much much', 'overhead and they', 'and i walked', 'and   they', 'and they', 'so so and', 'and so i', 'and i listen', 'went on a', 'so and', 'and i walk', 'and so after', 'and so he', 'and so that', 'day that week', 'tree and they', 'and and flew', 'and ah', 'seems so', 'hours and hours', 'breathing', 'road and', 'on and on', 'and much', 'good', 'and i listened', 'and they they', 'well and', 'and we drive', 'go so they', 'pretty well i', 'but and', 'and yet', 'hung', 'and and go', 'for so', 'road', 'and and you', 'along and', 'and so so', 'bleedin', 'and went', 'yet and i', 'and while', 'very bad']",11,0.697
12,0.017,"begin with a form of the verb ""to be"" (e.g","[""i 'm telling"", ""so i 'll"", ""occasionally i 'll"", ""mantle 's batting"", ""that 's so"", ""that 's like"", ""that 's easy"", ""so i 'm"", ""that 's maybe"", ""'m not going"", ""'s not that"", ""i 'm not"", ""'m ever going"", 'x or', ""i 'm doing"", ""but i 'll"", ""that 's a"", ""that 's perhaps"", ""'m not that"", ""that 's alright"", ""i 'm singing"", ""i 'm i"", '} {', 'cg } in', ""that 's the"", ""yet i 'm"", ""because i 'm"", ""'m telling if"", ""i 'm never"", ""he 's not"", ""i 'm"", ""so that 's"", ""'s like hey"", 'if i do', ""i 'm loving"", ""which i 'm"", ""while i 'm"", ""'s like yes"", ""i 'm putting"", ""that 's not"", ""i 'm thinking"", ""'s just i"", ""'m not getting"", ""'m telling"", ""'m just watching"", ""i 'll"", ""that 's okay"", ""'m not saying"", ""that 's exactly"", 'ls }', ""'s like yeah"", ""i 'll help"", ""'m taking off"", ""but i 'm"", '} i do', ""'m just i"", ""that 's that"", ""he 's just"", 'so i keep', ""'s just like"", ""'s just flattering"", ""because that 's"", ""and i 'll"", 'and {', 'that was going', 'so i can', 'away { cg', ""'m just not"", ""that 's why"", ""that 's where"", 'ls ) in', ""i 'd tell"", ""'s like no"", ""and i 'm"", ""i 'm going""]",78,0.65
33,0.016,appear to be incomplete sentences or phrases,"['myself so anyways', 'um but anyway', 'reduced to four', 'um anyway', 'just then i', 'land', 'montana so before', 'last day', 'a loincloth and', 'that so anyway', 't shirt and', 'point but i', 'last few weeks', 'his arm around', 'occurs to me', 'electroshock', 'weeks last thursday', 'so anyway', 't - shirt', 'alright thank you', 'as a matter', 'news to me', 'lunch so after', 'winks at', 'kit lpu three', 'lpu', 'fine so i', '- shirt', 'lpu three', 'texas since i', 'white house', 'okay um so', 'just then um', 'ok thank you', 't shirt over', 'point so', 'well anyway', 'uh anyway so', 'twenty four hours', 'to his credit', 'though i admit', 'just then', 'so just then', 'loincloth and', 'uh i remember', 'hmmmmmm thank you', 'i so then', 'books', 'helicopter thank you', 'um uh so', 'chariots', 'um so but', 'um so now', 'army i had', 'point i did', 'pittsburgh', 'uh i remembered', 'calabash', 'such thing', 'move to new', 'sorry but um', 'um i remember', 'with which they', 'favreau', 'curry or whatever', 'point but', 'last few minutes', 't shirt', 'pelican', '- shirt toothbrush', 'anyway i remember', 'um so first', 'so then chloe', 'so thank you', 'anyway so i']",88,0.645
171,0.016,"references to time, such as ""months"", ""when"", and ""then""","['then there were', 'wayward path as', 'cg } so', 'of therapists in', 'cg } and', 'then there was', 'and san francisco', 'come along for', 'the problem was', 'approaches to depression', '} and', ""then there 'd"", 'of pneumatic tubes', 'and traumatized', 'the more', 'cg } she', 'cg } we', 'espn and', 'months and when', 'months somehow', 'what else', ""who 'd recruited"", 'were gon na', ""there 'd be"", ""writer 's guild"", 'of mexico', 'and there were', 'behavior and', 'treatment of depression', 'there had been', ""they 'd come"", 'consulting and', 'and that lasted', 'all that was', 'and had', 'from depression and', ""then there 's"", 'the gifted class', 'and neuro', 'syndrome and um', 'and songs to', 'clemens and the', 'those things really', 'ls ) in', 'interview magazines', 'statue of liberty', 'and {', 'but then there', 'why and', 'months of', 'the show tonight', 'that had', 'and the stanley', 'san francisco and', 'cg } i', 'and if', 'and if if', 'in pensacola and', 'theme song and', 'and traumatized because', 'and neuro neuroscience', 'go ahead', 'oscar', 'shoot and', 'not only had', 'series of pneumatic', 'what for', '} and i', 'who had all', 'then imagine what', 'for delivering', 'cg } in', 'are gon na', 'and then these', 'and that was']",163,0.624
58,0.016,start with a greeting or an inquiry,"[""hi i 'm"", 'the who', ""'m jen"", ""hey you 're"", ""what 's happening"", 'sorry to interrupt', ""i 'm renee"", 'this um this', ""'m renee"", 'the who are', 'tricia you really', 'hi um i', ""um i 'm"", ""i 'm don"", ""what 's going"", 'was um he', ""hey who 's"", 'world who', ""hey we 're"", 'are you you', 'it um it', 'the golden girls', 'in who', 'um he he', ""uh i 'm"", ""it 's from"", 'sorry but um', 'me its its', 'hey who', 'says um and', ""what 's wrong"", ""i 'm matt"", ""'m matt"", 'its its so', ""hi i 'll"", 'hey there', 'sarah who', 'are no', ""what 's coming"", 'were getting louder', 'on who', 'excuse me {', 'are you and', 'what are you', 'um and she', 'she she', 'who in', ""'m renee and"", 'hi this', 'sarah i am', 'of s you', 'was um there', 'hi i', 'the kennedys they', 'so um and', 'the kennedys we', 'are you or', 'mom are you', 'was um you', 'was um i', 'hi i grew', 'um i heard', 'judy who', ""is you 're"", 'are you talking', ""you 're smoking"", 'judy what are', ""tom it 's"", ""i 'm jen"", 'who are you', ""astronaut who 's"", 'paparazzi i', 'um it', 'are you kidding', ""sarah who 's""]",139,0.629
93,0.016,survival,"['and having survived', 'flown', 'next to um', 'pursue god', 'trickling', 'andy warhol covers', 'delivers you safely', 'welcome you to', 'w', 'atlantic ocean', 'discovered', 'briefer', 'valiant', 'stab', 'are god', 'sweep us within', 'tom waits', 'king um and', 'armoirs just', 'marked and um', 'god he has', 'it {', 'warhol covers', 'king um', 'f myself', 'states navy', 'you later so', 'about w', 'an atlantic', 'george burns in', 'states navy in', 'you later and', 'thanks and he', 'had {', 'thanks and and', 'in in uh', 'slaughtered ram', 'rice um suddenly', 'and he s', 'exists um', 'survived', 'once', 'may come and', 'and within', 'in triumph', 'of state for', 'was trickling', 'are suffering', 'to gertrude stein', 'f ing court', 'distinguished', 'tom waits when', 'if god delivers', 'and rescues', 'f notice', 'in in examined', 'happened just', 'so ]', 'by bruce weber', 'sh', 'chief petty', 'had tracked down', 'in chief', 'and broncos and', 'crimes against', 'for we', 'over um', 'bruce weber who', 'oars', 'david hecht', 'received just because', 'thanks for delivering', 'thank you and', 'convincing', 'helicopter thank you']",51,0.662
1,0.016,"relationships, marriage, and pregnancy","['orthopedist', 'married', 'orthopedist whom', 'age of nineteen', 'crevice of', 'married at', 'married in', 'number of people', 'a difficult pregnancy', 'had an affair', 'child bearing age', 'partnered romantically did', 'was born', 'discovered', 'went to university', 'with epilepsy increase', 'died in', 'with epilepsy', 'epilepsy increase in', 'gay population', 'age of', 'no brain tumor', 'partnered romantically', 'month of pregnancy', 'passed away when', 'confessed to um', 'percent gay', 'beating so fast', 'diagnosed with epilepsy', 'orthopedist whom she', 'local church and', 'another orthopedist', 'to another orthopedist', 'about a year', 'not married', 'official religion', 'lack of effort', 'moved to vermont', 'went in to', 'moved to washington', 'about a month', 'complete record', 'birth certificate', 'priori', 'number of jobs', 'epilepsy increase', 'is pending so', 'elected not', 'went into the', 'married have kids', 'with epilepsy and', 'gay and left', 'tied in', 'were tied in', 'got married', 'went off to', 'in a relationship', 'recently miraculously found', 'art school since', 'mismatched suit but', 'wayward path', 'masturbated', 'occurs to', 'married he', 'a standstill basically', 'shot in', 'elected not to', 'months of pregnancy', 'copy of', 'pending', 'to a standstill', 'occurred in', 'known before um', 'epilepsy so', 'brain tumor as']",149,0.627
10,0.016,"conflict, war, and struggle","['survived the biafran', 'the biafran', 'embarrass', 'jersey at', 'biafran', 'in right field', 'wayward path as', 'draw at the', 'cropped', 'biafran wars', 'the biafran wars', 'start to draw', 'winks at', 'commander in chief', 'to a standstill', 'prior to that', 'biafran wars and', 'articulation in the', 'prior to', 'tend to demean', 'shoot at at', ""ear let 's"", 'not to brag', 'draw at', 'the articulation', 'stripper the more', 'debauched and', ""uh we 're"", 'to toe', 'articulation in', 'complete record of', 'the more', 'wayward path', 'wha what the', 'swing from side', 'right field', 'sources', 'what the heck', 'destroyed and debauched', 'amicably', 'flags that', 'arm got more', ""arm 's reach"", 'to toe standing', 'orthopedist whom', 'completely embarrass', 'flay us but', 'articulation', 'fully immersed and', 'to draw at', 'prior to the', 'college baseball', 'left leg', 'to another orthopedist', ""visitor 's parking"", 'and debauched and', 'and debauched', 'orthopedist', 'situation has escalated', 'pronounce ancient latin', 'how to play', 'cause for concern', 'as home', 'to toe and', 'prozac', 'pinstripes', 'paramedics', 'to brag', ""huh i 'm"", ""immediately i 'm"", 'altercation at', 'esta bien and', 'cropped uh', 'na completely embarrass', 'hip and modern']",113,0.636
132,0.016,"phrase ""you're""","['sixth month of', 'of holidays in', ""you 're depressed"", 'spend the rest', 'go home', ""you 're still"", 'sleep over', 'number of jobs', 'stay there', 'rest of', 'go to sleep', ""you 're supposed"", ""weekend you 're"", 'go off', 'guess so', 'go home eventually', ""you 're good"", 'remember or', 'run out', 'take the cigarette', 'rest so', ""remember i 'm"", 'have a wonderful', 'on sunday', ""what 's it"", ""you 're holding"", ""you 're getting"", 'love you if', ""what 's the"", 'conducted its affairs', 'go well', ""you 're in"", 'you probably', ""betty you 're"", ""you 're dealing"", 'for duty at', 'halloween and thanksgiving', ""fine i 'm"", ""you 're awake"", 'holidays in hospitals', 'sixth month', 'fine you know', 'remember she', 'yeah go go', 'stay on', 'do you mean', ""maybe you 're"", 'in the budget', 'do you get', ""he 'll sleep"", 'remaining hours before', ""fine i 'll"", 'are you doing', 'crevice of my', 'verbs', 'do babies', 'do too', 'seven or', 'know whatever', 'october you know', 'month of', 'every saturday night', 'assume', ""you 're"", 'remember when', 'running around playing', 'get some rest', ""at grandma 's"", ""you 're part"", 'who are you', 'be ok somehow', 'amount of', 'stick of charcoal', 'stay here', 'months or']",170,0.622
161,0.015,or phrases that can be used in written language,"['am', 'describing', 'ing', 'nineteenth', 'engaging', 'ad', 'al', 'environmentally', 'approaches', 'behalf', 'occurs', 'makes', 'affair', 'enduring', 'conservative', 'engage', 'relying', 'instance', 'demands', 'opinion', 'helpful', 'expectation', 'anti', 'experiencing', 'chases', '.', 'whether', 'modern', 'insist', 'ranging', 'rejecting', 'co', 'engaged', 'organic', 'exists', 'joking', 'translate', 'delivering', 'develop', 'examine', 'says', 'relate', 'persistence', 'the monthly', 'by some', 'insistence', 'affairs', 'seems fine', 'writes', 'attempting', 'apparent', 'nature', 'separated', 'arise', 'attempt', 'rather', 'absence', 'unaware', 'b', 'in living', 'biennial', 'pursue', 'intention', 'fundamental', 'nova', 'raining', 'whatever', 'genocide', 'and in', 'successfully', 'haunt', 'lasted', 'selling', 'in modern', 'continuing']",70,0.653
131,0.015,composed of two or more words,"['of s zen', 'chloe and i', 'the system in', 'little hip', 'the princeton', 'the president', 'states navy and', 'access to the', 'vijay vijay vijay', 'the johnson space', 'the university', 'rack and i', 'renee and i', 'did all', 'the department', 'scale and weighed', 'coop and it', 's s yankee', 'bottom and i', 'na defend mike', 'jack and jackie', 'even m mention', 'further', 'the the puja', 'lower lower lower', ""'s helmut newton"", 'lower lower roll', 'in the princeton', 'the chief', 'the temple vijay', 'ram and the', 'science at the', 'matt and i', 'grade i', 'building this', 'grace and i', 'roommates and we', ""the jury 's"", 'this au pair', 'brian and i', 'down all', 'system the gold', 'rudy and i', 'of evolutionary', 'up all the', 'see the emancipation', 'grade third', 'many of the', 'the problem', 'member and each', 'temple and', 'the president has', 'of society', 'the navy was', 'of the jfk', 'comparison the subsequent', 'the audience with', 'research together', 'as if our', 'first grade', 's s', 'the princeton library', 'lower lower', 'income their status', 'navy was', 'vijay vijay', 'ram and we', 'top line', 'this top line', 'lift off', 'jon and i', 'future astronauts with', 'office of the', 'the students', 'assistant and i']",80,0.65
