,explanation,stability,top_ngrams
320_only,age and time references,0.7390197006362093,"['i was twenty', 'i was thirty', 'i was nineteen', 'daughter is nineteen', 'until nineteen seventy', 'i was fifteen', 'me was nineteen', 'brother was nineteen', 'i was eleven', 'am turning forty', 'i was fourteen', 'been eleven years', 'forward three years', 'until nineteen sixty', 'i was thirteen', 'you were twenty', 'until nineteen ninety', 'since nineteen eighty', 'was nineteen seventy', 'i was eighteen', 'in nineteen seventy', 'to nineteen forty', 'by age thirty', 'been three years', 'he was twenty', 'i was sixteen', 'been twenty years', 'of nineteen ninety', 'i was seventeen', 'i was ten', 'been gone twenty', 'was nineteen eighty', 'in nineteen ninety', 'dad was twenty', 'about nineteen seventy', 'i was twelve', 'before nineteen eighty', 'in nineteen fifty', ""'m twenty eight"", ""'m twenty three"", 'at age twenty', 'i was nine', 'around six thirty', 'i was seven', 'of nineteen eighty', 'today ten years', 'in nineteen forty', 'of nineteen sixty', 'in nineteen sixty', 'mom was twenty', 'on nineteen ninety', 'later that year', ""'m five years"", 'was early october', 'he was thirty', 'he was forty', 'he was eighteen', 'nineteen ninety', 'nineteen seventy', ""'s nineteen seventy"", ""'s been forty"", 'in nineteen eighty', ""'m six years"", 'boyfriend a year', 'i am thirty', 'until junior year', ""'m ten years"", 'of nineteen forty', 'diagnosed nine years', ""'s nineteen forty"", 'couple weeks later', 'nineteenth nineteen forty', 'divorce twenty years', 'was two years', 'april nineteen forty', 'been together six', 'july nineteen forty', 'is turning ninety', 'in nineteen thirty', 'remember nineteen seventy', ""i 'm twenty"", 'i was five', 'few years later', 'came twenty years', 'eighteen months later', 'about nine thirty', 'several years later', 'was six years', 'he was fourteen', 'october nineteen forty', 'was seven months', 'been twenty five', 'of nineteen fifty', 'was seven years', 'was eleven years', 'an hour later', 'around twelve thirty', 'and nineteen fifty', ""'re eleven years"", 'just twenty years']"
209_only,age and time passage,0.6604194734779242,"['am turning forty', 'been eleven years', 'not at thirty', 'age of forty', 'am forty years', 'turning forty', 'turning ninety years', 'am thirty years', 'is turning ninety', 'even ten years', 'fifties and early', 'divorce twenty years', 'until nineteen sixty', 'by age thirty', 'virginity at twenty', 'am not married', 'been twenty years', 'the intervening fifteen', 'until nineteen seventy', 'two full decades', 'nine years before', 'today ten years', 'sixties and early', 'born twelve years', 'rapture comes before', 'been twenty five', 'i was thirty', ""'m six years"", 'forward three years', 'past ten years', ""'re eleven years"", ""'m five years"", 'yes six years', 'year before', 'a year older', 'year older', 'married for fifteen', 'now ten years', 'dozen years older', 'just ten years', 'was ten years', 'so six years', 'now twenty five', 'fifty one years', 'past sixty years', 'forty years', ""'re sixteen years"", 'was forty years', 'been three years', ""'m ten years"", 'was eleven years', 'in nineteen thity', 'forty one years', 'sixty two years', 'so ten years', 'even sixty years', 'sixty years', 'was sixteen years', 'our late twenties', 'was nineteen years', 'was twenty nine', 'sixty years ago', 'am fifteen years', 'to nineteen forty', 'our forties', 'thirty five when', 'until nineteen ninety', 'before nineteen eighty', 'between nineteen fifty', 'eighteen years before', 'fifty two years', 'was six years', 'well four years', 'was seventeen years', 'thousand fourteen', 'just four years', 'since nineteen eighty', 'thousand eleven', 'ninety years', 'not been married', 'forties by then', 'was thirteen years', ""'s too late"", 'he was thirty', 'just twenty years', 'he was seventy', 'been forty one', 'is twenty years', 'forty two years', 'but seven years', 'two thousand four', 'in our forties', 'and early sixties', 'only be thirty', 'seven years but', 'age almost ten', 'i am thirty', 'age thirty five', 'nineteenth nineteen forty', 'in nineteen fifty']"
194_only,"""sudden changes or reactions""",0.6468214189205486,"['suddenly he stops', 'she started laughing', 'sudden we hear', 'room went silent', 'suddenly i heard', 'sudden i heard', 'distracted and started', 'she called again', 'heard another thud', 'suddenly she looked', 'sudden he gets', 'she hung up', 'sudden i felt', 'she says okay', 'said oh okay', 'became very quiet', 'thought oh okay', 'am turning forty', 'his voice faded', 'he said okay', 'he heard someone', 'the doorbell rang', 'started to say', 'he started crying', 'he started yelling', 'said excuse me', 'ignored me and', 'response was nah', 'she hanged up', 'said oh ok', 'feel something hit', 'suddenly just went', 'sudden i started', 'suddenly i was', 'sudden i was', 'she said ok', 'suddenly i hear', 'suddenly i felt', 'officer said suddenly', 'he started showing', 'says excuse me', 'thinking she said', 'say just kidding', ""'s call saying"", 'turned and saw', 'just started falling', 'then something changed', 'stopped answering', 'somebody then yelled', 'looked down and', 'went silent', 'forward three years', 'she laughed cause', 'she laughs then', 'just stopped communicating', 'is nineteen now', 'he said oh', 'i felt something', 'texted me twice', 'realized she was', 'he says alright', 'got distracted and', 'started feeling hot', 'interrupted to say', 'been gone twenty', 'died three months', 'second he said', 'she just nodded', 'suddenly was like', 'everyone goes silent', 'realized he was', 'said well yeah', 'he just nodded', 'weeks became months', 'she says alright', 'she said oh', 'turned and said', 'started to laugh', 'year he said', 'was like hey', 'moment she gasped', 'he just stopped', 'heard what sounded', 'just stopped talking', 'kept getting louder', 'raped oh wait', 'he said yeah', 'and says okay', 'he started looking', 'heard this noise', 'weeks later she', 'crowd fell silent', 'she hangs up', 'said hey babe', 'suddenly she', 'heard a loud', 'waited a moment', ""n't notice she"", 'later the doorbell', 'out he came']"
242_only,"""actions driven by necessity or strategy""",0.7240921249303753,"['practiced that answer', 'use less fertilizer', 'lie to get', ""should n't skimp"", 'gun is unloaded', 'little food rations', 'by overplanning when', 'wash another pair', 'stay underwater to', 'study for tests', 'never breaks protocol', 'missed my medication', ""n't skimp"", 'more profitable crops', 'move faster so', 'save the crusts', 'eat so she', 'we overpacked and', 'so we overpacked', 'it overnight so', 'i whisper so', 'could fake confidence', 'more productive crops', 'be baptized immediately', 'we overpacked', 'up everything because', 'just pretend to', 'would apply sunscreen', 'he kept apologizing', ""did n't wash"", 'was saving up', 'go faster so', 'i saved up', 'starches so all', 'low seniority so', 'exaggerated the length', 'she was saving', 'cuz it paid', 'heater kept breaking', 'spend the rest', 'laundered his clothes', 'this fire exting', 'start walking faster', 'to look artsy', 'work hard because', 'maintain the illusion', 'because it cost', 'swept the floor', 'this by overplanning', 'quietly get rid', 'extensive watering', 'insisted on feeding', 'lie but', 'gets thrown away', 'keep the charade', 'just rejecting everything', 'less fertilizer', 'deposit back because', 'wear more pads', 'refused to scream', 'increased to compensate', 'breeding wheat that', 'had money so', 'last meal because', 'have surgery so', 'wanted to wash', 'stop running because', 'than grow more', 'heavily fertilized it', 'out of food', 'just delayed it', 'horrible food because', 'failing exams', 'yielding crop varieties', ""'d lie and"", 'to look normal', 'rehearsed', 'all bring food', 'drinking water every', 'profitable crops', 'trash to save', 'second guess every', 'write off half', ""n't waste water"", 'created wheat that', 'faking confidence', 'run away instead', 'cause that way', 'eight sail changes', 'appointments were complimentary', 'she revised again', 'fire exting', 'hours scrubbing', 'was cheap and', 'fake name and', 'towels out because', 'grow enough food', 'not plant later', ""'d lied and"", 'take too long']"
63_only,,0.6157809114193721,"['i provoked gasps', 'such a nerd', 'i started laughing', 'whole homosexuality thing', 'i started bawling', ""he 's gay"", 'he was gay', 'immediately was aware', 'my first thought', 'i became obsessed', 'kind of nerdy', 'i just cried', ""'m somewhat famous"", 'kind of weird', 'i started crying', 'later she realized', 'like the gayest', 'laughed because i', 'mom started crying', 'kind of freaks', 'suddenly i realized', 'probably stoned', 'very bad sign', 'instant i thought', 'immediately i wanted', 'became obsessed', 'obsessed with googling', 'kind of laughed', 'first thought was', 'they were gay', 'kinda creepy', 'i almost died', 'tiny bit joking', 'creepy for staring', 'sudden i felt', 'i was obsessed', 'kinda weird', 'look very jewish', 'the gayest', 'had masturbated to', 'then i realized', 'i immediately was', 'homosexuality thing', 'i was joking', 'she laughed cause', 'immediately know was', 'lost my husband', 'sort of boyfriend', 'i just realized', 'strongest visceral reaction', 'felt creepily familiar', ""'s also obsessed"", 'that felt creepily', ""'s kinda weird"", 'of laughed because', 'suddenly i felt', 'that cliche', 'am now terrified', 'had slept with', 'i was gay', 'the nose comment', 'i had nightmares', 'everyone assumes i', 'really hit me', 'started laughing i', 'like that cliche', 'laughed cause', 'first grade flirtation', 'started laughing', 'lost my virginity', 'which really stank', 'hitler was obsessed', 'i cried at', 'super super nerdy', ""she 's googling"", 'fourth grade crush', 'knew exactly who', 'also extremely hilarious', 'provoked gasps', 'i slept with', 'i cried', 'quoted taylor swift', 'she started laughing', 'dropped a bombshell', 'i quickly realized', 'laughed and i', 'snide comment', 'kind of knew', 'you know dreams', 'snide comment about', 'scared to google', 'a little freaked', 'slept with someone', 'was a cliche', 'i suddenly thought', 'kind of hippie', 'started to laugh', 'laughing so hard', 'this really weird', 'cried a little']"
81_only,,0.6838702645469471,"['my scalp peeled', 'burned the skin', 'skin peeled off', 'compresses your diaphragm', ""'s neck snapped"", 'entering my windpipe', 'co2 absorb heat', 'lip is split', 'his spine twisted', 'smoke coming out', 'of skin peeled', 'popped on impact', 'thrusts which compresses', 'neck snapped back', 'his eyeball pops', 'skin stripped from', 'snapped his neck', 'absorb heat thus', 'releases co2', 'towards the ground', 'into my windpipe', 'blood running down', 'knocked myself unconscious', 'was blown horizontally', 'throat was slit', 'the swelling would', 'crushing my rib', 'the spray from', ""'s heat radiation"", 'pulling herself upside', 'his eye socket', 'skin was bubbling', 'down his chin', 'hearing the crunch', 'cools the ground', 'flap of skin', 'of his skull', 'twelve degree angle', 'cooking his skin', 'absorb heat', 'causing ultraviolet rays', 'from your windpipe', 'on his eardrum', 'heat radiation to', 'his face split', 'half inch chunks', 'blood was trickling', 'legs were swollen', 'temperature causes co2', 'hit his head', 'more water vapor', 'spots soaking through', 'towards the ceiling', 'that many wrinkles', 'the gel dried', 'horizontal lines', 'his eardrum', 'herself upside', 'two mile thick', 'horizontally', 'mile thick', 'under his chin', 'like sour milk', 'three standard deviations', 'your windpipe', 'her head open', 'feet underwater to', 'smoke coming', 'pretty serious bruising', 'ice will melt', 'explosion the force', 'inch of', 'scalp peeled', 'water sloshing', 'tore a hole', 'taping their burns', 'smog of sulfuric', ""'s head thwack"", 'remove the forehead', 'block of ice', 'the explosion sent', 'towards my groin', 'collapsed lung', 'longer and thicker', 'that forms horizontal', 'a collapsed lung', 'are bulging out', 'it leached into', 'feet underwater', 'blown horizontally', 'the infrared radiation', 'slit that neck', 'swelling would go', 'caused erosion', 'pushed my scalp', 'saw the gash', 'causing ultraviolet', 'plowing caused erosion', 'traveling downwards', 'heat radiation']"
82_only,,0.6820350247923496,"['burned the skin', 'my scalp peeled', 'blood was trickling', 'blood running down', 'soaked with sweat', 'entering my windpipe', 'skin peeled off', 'smoke coming out', ""'s neck snapped"", 'knocked myself unconscious', 'lip is split', 'down his chin', 'into my windpipe', 'compresses your diaphragm', 'his eyeball pops', 'legs were swollen', 'skin was bubbling', 'eyes were swollen', 'co2 absorb heat', 'the swelling would', 'popped on impact', 'of skin peeled', 'cools the ground', 'the spray from', 'his spine twisted', 'it leached into', 'towards the ground', 'spitting water all', 'cup which splashed', 'hearing the crunch', ""'s hair flying"", 'the water sloshing', 'neck snapped back', 'ice will melt', 'eyes are bulging', 'crushing my rib', 'releases co2', 'pushed my scalp', 'his eye socket', 'water sloshing', 'a collapsed lung', 'snapped his neck', 'causing gagging', 'swelling would go', 'cooking his skin', 'the explosion sent', 'hit his head', 'his eardrum', 'on his eardrum', 'fuel spilling down', 'collapsed lung', 'fingers in wet', 'spitting water', 'throat was slit', 'nose is bleeding', 'it had swollen', 'spots soaking through', 'of his skull', 'freezing cold water', 'the floor soaked', 'infections and gangrene', 'will melt and', ""'s heat radiation"", 'gulping for air', 'absorb heat thus', 'swollen eye', 'air burning the', 'skin stripped from', 'towards the ceiling', 'hit my cheek', 'heat radiation to', 'sweating like', 'under his chin', 'smoke coming', 'leached into the', 'down her cheek', 'from your windpipe', 'burning to death', 'taping their burns', 'dust and', 'thrusts which compresses', 'gasp for air', 'melting of ice', 'heart is racing', 'gargling', 'soaking through', 'that many wrinkles', 'your windpipe', 'my arms rubbed', 'cheeks burn', 'towards my groin', 'blood fell from', 'was blown horizontally', 'sunburnt neck', 'caused erosion', 'full of dust', 'tears coming out', 'ultraviolet rays', 'swollen and red', 'causing ultraviolet rays']"
97_only,,0.7625209653331303,"['my scalp peeled', 'burned the skin', 'throat was slit', 'snapped his neck', 'lip is split', 'entering my windpipe', 'his spine twisted', ""'s neck snapped"", 'soaked with sweat', 'a face plant', 'into my windpipe', 'knocked myself unconscious', 'compresses your diaphragm', 'skin peeled off', ""'s head thwack"", 'slit that neck', 'soaked with urine', 'of skin peeled', 'crushing my rib', 'dry heaving', 'legs were swollen', 'sweaty clammy', 'nose is bleeding', 'eyes were swollen', 'pulled a muscle', 'skin was bubbling', 'couple hard thwacks', 'beer stained vomit', 'hugged them inhaling', 'hearing the crunch', 'breathing very hard', 'popped on impact', 'neck snapped back', 'sweating like', 'watching him wheeze', 'collapsed lung', 'his eyeball pops', 'arms flailing', 'flying arms flailing', 'head thwack', 'infections and gangrene', 'cooking his skin', 'his face split', 'like sour milk', 'taping their burns', 'like a hairball', 'of his skull', 'blood was trickling', 'his eye socket', 'causing gagging', 'swollen and red', 'a collapsed lung', 'from your windpipe', 'spitting water all', 'suffered severe burns', 'belly flop', 'heard this gurg', 'towards my groin', 'eyes are bulging', 'spontaneously combusted', 'neck snapped', 'like burnt steak', 'broke his shoulder', 'was sweaty clammy', 'smoke coming out', 'your windpipe', 'stained vomit', 'skin stripped from', 'scalp peeled', 'hit his head', 'sprayed him like', 'sweating like a', 'clench my jaw', 'spine twisted', 'and gangrene', 'burned beer stained', 'wet and sticky', ""'m sweating like"", 'bits of flesh', 'down his chin', 'on his eardrum', 'a hard slap', 'blood running down', 'fuse his spine', 'pounds of excrement', 'smog of sulfuric', 'it spontaneously combusted', ""'s hair flying"", 'slapping his behind', 'inhaling', 'and belly flop', 'spitting water', 'thrusts which compresses', 'face plant', 'coughing', 'his eardrum', 'fingers in wet', 'in a headlock', 'four broken ribs', 'gargling']"
98_only,,0.7458968988962976,"['soaked with sweat', 'my scalp peeled', 'burned the skin', 'blood was trickling', 'eyes were swollen', 'blood running down', 'legs were swollen', 'soaked with urine', 'skin was bubbling', 'fingers in wet', 'the floor soaked', 'nose is bleeding', 'sweaty clammy', 'skin peeled off', 'spitting water all', ""'s hair flying"", 'lip is split', 'smoke coming out', 'wet and sticky', 'spitting water', 'of skin peeled', 'burned beer stained', 'entering my windpipe', 'taping their burns', 'she was sweaty', 'the water sloshing', 'pushed my scalp', 'into my windpipe', 'hot and sweaty', 'cooking his skin', 'down his chin', 'hearing the crunch', 'like sour milk', 'cheeks burn', 'stained vomit', 'crushing my rib', 'floor soaked with', 'his eye socket', 'suffered severe burns', 'swollen and red', 'he was sweating', 'was sweaty clammy', 'his spine twisted', 'eyes are bulging', 'my cheeks burn', 'beer stained vomit', 'infections and gangrene', 'knocked myself unconscious', 'cup which splashed', 'a collapsed lung', 'throat was slit', 'soaking wet', 'full of dust', 'fuel spilling down', 'gargling', 'mouth is dry', 'water sloshing', 'sunburnt neck', 'were swollen and', 'freezing cold water', ""'s neck snapped"", 'like burnt steak', 'full of mud', 'swollen eye', 'dumps raw sewage', 'pool of blood', 'hugged them inhaling', 'sweating like', 'bits of flesh', 'his eyeball pops', 'a face plant', 'causing gagging', 'it had swollen', 'collapsed lung', 'compresses your diaphragm', 'smell of fuel', 'watching him wheeze', 'it leached into', 'covered in blood', 'river is filthy', 'with fuel spilling', 'spit is flying', ""'m soaked through"", 'roads were dusty', 'the spray from', 'began spitting water', 'dried saliva', 'heat was stifling', 'of my scalp', 'blood fell from', 'gulping for air', 'snapped his neck', 'down his face', 'on his eardrum', 'a sunburnt neck', 'skin stripped from', 'were swollen from', 'tasted pretty bad', 'down her cheek', 'hit his head']"
99_only,,0.6017536203115096,"['soaked with sweat', 'de', 'a hot shower', 'fingers in wet', 'hot and sweaty', 'she was sweaty', 'the broiling sun', 'wet and sticky', 'hot shower', 'freezing cold water', 'full of mud', 'blood running down', 'roads were dusty', 'spitting water', 'a hot bath', 'buckets of ice', 'mouth is dry', 'eyes were swollen', 'sweaty clammy', 'my cheeks burn', 'the wet earth', 'cheeks burn', 'pushed my scalp', 'hot bath', 'soaked with urine', 'he was sweating', 'cold and wet', 'an ice cold', 'spitting water all', 'full of dust', 'legs were swollen', 'cold drink of', 'soaking wet', 'water and salt', 'around with mud', ""'s hair flying"", 'the water sloshing', 'mud on their', 'my scalp peeled', 'was sweaty clammy', 'with sweat', 'like sour milk', 'spit is flying', 'broiling sun', 'tears coming out', 'wet earth', 'saliva along the', 'burned the skin', 'your blood flowing', 'blood was trickling', 'dried saliva', 'and waterlogged soils', 'heat was stifling', 'an ice pack', 'sips of air', 'bag of peas', 'mown grass', 'fuel spilling down', 'my blood felt', 'the floor soaked', 'cold sugary', 'muddy clay', 'mud full of', 'with freezing cold', 'began spitting water', 'waterlogged soils', 'all this dust', 'of dried saliva', 'was sweaty', 'tears rolling', 'water sloshing', 'across muddy clay', 'the water shooting', 'my stomach turning', 'and sweaty', 'gargling', 'tasted pretty bad', 'tears rolling down', 'cucumber and mayonnaise', 'make ice cold', 'wet clay', 'splashed soda', 'smell of fuel', 'river is filthy', 'pool of blood', 'some sliced cucumber', 'my own saliva', 'powder over their', 'plunged into icy', ""'m sweating like"", 'sweating like', 'shaking the stiffness', 'sweaty', 'like ice cubes', 'down his face', 'boiling water', 'blood felt like', 'freezing cold', 'smoke coming out', 'kicking sand']"
108_only,,0.6779065720780645,"['i provoked gasps', 'traumatized a girl', 'she laughed cause', 'criticizing my hairdo', 'look very jewish', 'said very rudely', 'she started laughing', 'retorted rather loudly', 'he was gay', 'giving me shit', 'called me a', 'laughed cause she', 'mom started crying', 'other students taunted', 'seventh grade slurs', ""he 's gay"", 'somebody then yelled', 'called me an', 'fathers feeling marginalized', 'snide comment', 'sounded really upset', 'tell his girlfriend', 'groped me', 'gay cause he', 'lost his wife', 'scoffed at me', 'lost my husband', 'and snickered', 'they were laughing', ""husband 's gay"", 'i started laughing', 'him typing suggestive', 'my classmates death', 'they were gay', 'stabbed by racist', 'eyed her suspiciously', 'snide comment about', 'kept making remarks', 'and screamed obscenities', 'how how bigoted', 'cursed him out', 'i was joking', 'teacher was concerned', 'when some asshole', 'looked really bashful', 'a snide comment', 'embarrassment she giggled', 'students taunted me', 'leered at', 'gays are', 'tried to flirt', 'of laughed because', 'because some bitch', 'just been mugged', 'your wife is', 'who looked cute', ""'m a racist"", 'fault of gays', 'hailed as idiotic', 'for hitting on', 'your wife okay', 'losing my wife', 'eyes and snickered', 'was quite rude', 'they were joking', 'this fire exting', 'i almost died', 'adam kept whispering', 'leering at', 'everyone assumes i', 'leered at me', 'murdering my fiance', 'the nose comment', 'jeering joyful classmates', 'tells my wife', 'hitting on me', 'creepy for staring', 'when your husband', 'whole homosexuality thing', 'he started yelling', 'provoked gasps', 'pregnant an unmarried', 'he sometimes disrespected', 'stank like weed', 'hear boys laughing', 'disrespected me', 'such a nerd', 'for having traumatized', 'screamed obscenities', 'says your boyfriend', 'affairs with married', 'that my flirting', 'first grade flirtation', 'how bigoted', 'that my jokes', 'homosexuality thing', 'he started crying', 'boyfriend is looking', 'sort of boyfriend', 'told some kid']"
113_only,,0.7158156157340556,"['his spine twisted', 'my scalp peeled', 'lip is split', 'throat was slit', 'like a hairball', 'this fire exting', 'the loud clacking', 'snapped his neck', 'burned beer stained', 'pulled a muscle', ""'s neck snapped"", 'entering my windpipe', 'a face plant', 'loud clacking', 'of skin peeled', 'arms flailing', 'slit that neck', 'hearing the crunch', 'beer stained vomit', 'scalp peeled', 'twelve degree angle', 'like burnt steak', 'the skin stripped', ""'s head thwack"", 'his face split', 'hugged them inhaling', 'grabbed my behind', 'everywhere like confetti', 'in a headlock', 'into my windpipe', 'spine twisted', 'fuse his spine', 'teeth are stripped', 'flying arms flailing', 'something karate chopped', 'did four somersaults', 'like blue buzzing', 'soaked with urine', 'spontaneously combusted', 'cortex being peeled', 'saw the gash', 'stapled and pinched', 'neck snapped', 'slapping his behind', 'almost anorexically', 'she was waify', 'skin was bubbling', 'skin stripped from', 'crushing my rib', 'of torn fishnet', ""'s shaking bacon"", 'scrubbing pans angrily', 'crusty baguettes crunchy', 'giant flaps of', 'bacon ravaged landscapes', 'dry heaving', 'broke his shoulder', 'the crunch of', 'my almost anorexically', 'tore a hole', 'hard and pointed', 'burned the skin', 'you chewed', 'skin peeled off', 'sauce got detached', 'stripped and spit', 'boots clanking', 'a walrus mustache', 'the crunching', 'head thwack', 'examined my butt', 'stained vomit', 'into airy crumbs', 'like confetti', 'pg rated nuzzling', 'two by fours', 'black necked honking', 'fire exting', 'couple hard thwacks', 'patted his behind', 'strain my neck', 'like peel out', 'it spontaneously combusted', 'minivan his spine', 'locked her wheels', 'his eye socket', 'flap of skin', 'crunch of their', 'was blown horizontally', 'taping their burns', 'my black fingernails', 'erect had rotted', 'neck snapped back', 'my bed bobbing', 'i was hoarse', 'peel out fishtail', 'stalks became spindly', 'towards my groin', 'watching him wheeze', 'karate chopped']"
114_only,,0.7881730606483531,"['my scalp peeled', 'like burnt steak', 'burned beer stained', 'soaked with sweat', 'eyes were swollen', 'like sour milk', 'of skin peeled', 'legs were swollen', 'swollen and red', 'burned the skin', 'blood was trickling', 'skin was bubbling', 'lip is split', 'wet and sticky', 'his spine twisted', 'his eye socket', 'muddy clay', 'blood running down', 'humus which stickily', 'half inch chunks', 'sweaty clammy', 'fingers in wet', 'across muddy clay', 'skin peeled off', 'sliced red onion', 'cucumber and mayonnaise', 'soaked with urine', 'skin stripped from', 'sliced cucumber', 'some sliced cucumber', 'the floor soaked', 'of yellow grains', 'beer stained vomit', 'mashed potato', 'bits of flesh', 'stained vomit', 'of hairballs floating', 'like a hairball', 'of torn fishnet', 'the water sloshing', 'smog of sulfuric', 'made from potato', 'hearing the crunch', 'taping their burns', 'smell like sour', 'throat was slit', 'cold sugary', 'roads were dusty', 'flap of skin', 'wheatgrass with kernels', 'floor soaked with', 'piece of tomato', 'these big lumpy', 'ice cold sugary', 'buttered slices', 'squeaky round styrofoam', ""'s hair flying"", 'crunchy tortillas', 'pint of tepid', 'not make crusty', 'a walrus mustache', 'scalp peeled', 'white like foam', 'full of mud', 'eyes are bulging', 'pushed my scalp', 'a sunburnt neck', 'buttered slices of', 'my black fingernails', 'cortex being peeled', 'cooking his skin', 'of my scalp', 'smoke coming out', 'of filthy tiles', 'bag of peas', 'was too curly', 'like mashed potatoes', 'sunburnt neck', 'block of ice', 'thick carbon dioxide', 'closely mown grass', 'the wet earth', 'it had swollen', 'pounds of excrement', 'crushing my rib', 'skin peeled', 'mother put sausages', 'a bumpy orange', 'like an iodine', 'ropes of dried', 'were swollen and', 'nose is bleeding', 'sugar cubes', 'into airy crumbs', 'little bristly hairy', 'she was sweaty', 'mown grass', 'was sweaty clammy', 'giant flaps of', 'big lumpy']"
117_only,,0.7328942111154625,"['fill with water', 'buckets of ice', 'paper towel on', 'two sugar cubes', 'boiling water', 'feet underwater to', 'water and salt', 'spray roundup on', 'an ice pack', 'cup which splashed', 'bag of peas', 'skim the water', 'tubes ten feet', 'blood running down', 'my scalp peeled', 'block of ice', 'napkin around it', 'two mile thick', 'buttered slices', 'bags of trash', 'a washpan full', 'feet underwater', 'fuel spilling down', 'sugar cubes', 'to fifty feet', 'tape it closed', 'the water sloshing', 'freeze little bits', 'towards the ceiling', 'washpan full of', 'wrapped it around', 'cools the ground', 'ice water and', 'silver paper poured', 'blood was trickling', 'rope hanging from', 'skin stripped from', 'and plastic wrap', 'them with water', 'skin peeled off', 'the spray from', 'towards the ground', 'smoke coming out', 'water sloshing', 'the water shooting', 'flushed into water', 'a chemo drip', 'boi boiling water', 'poured the ashes', 'sugar cubes delicately', 'half inch chunks', 'fertilizer flushed into', 'forty five rolls', 'of skin peeled', 'of hairballs floating', 'a thicker layer', 'it in ziploc', 'piece of soap', 'plastic wrap', 'freezing cold water', 'maybe twelve feet', 'squish about six', 'dumps raw sewage', 'garbage bag', 'than eight feet', 'mile thick', 'between buttered slices', 'saliva along the', 'elevator to descend', 'gallons of water', 'into my palm', 'with fuel spilling', 'a ritalin drip', 'spitting water', 'cloth over it', 'hundred feet up', 'overflowed bags of', 'sewage directly into', 'raw sewage directly', 'garbage bag full', 'pounds of excrement', 'a hot shower', 'of water per', 'into icy water', 'it in cellophane', 'my sail inflates', 'fingers in wet', 'a garbage bag', 'with rock salt', 'grass clippings', 'two hundred gallons', 'the floor soaked', 'handkerchief to put', 'sheets of rain', 'ice will melt', 'pour the ashes', 'wheatgrass grows into', 'in little piles', 'sail inflates', 'toilet roll']"
124_only,,0.6020707147535964,"['i provoked gasps', 'homosexuality thing', 'criticizing my hairdo', 'whole homosexuality thing', 'look very jewish', 'gay cause he', 'homosexuality thing and', ""'m somewhat famous"", 'gays are', 'she laughed cause', ""he 's gay"", 'traumatized a girl', 'he was gay', 'hitting on me', 'everyone assumes i', 'i impress everyone', 'lost my virginity', 'laughed because i', 'giving me shit', 'gay rights for', 'such a nerd', ""'m a racist"", 'the nose comment', 'laughed cause she', 'hates jews', 'fault of gays', 'shrinks are always', 'called me a', 'this whole homosexuality', 'tried to flirt', 'skinheads are', 'for hitting on', ""she 's jewish"", 'a rich husband', 'snide comment about', 'the gayest person', 'stank like weed', 'saying i look', 'that my jokes', 'called me an', 'is a whore', 'my black friends', ""husband 's gay"", 'who looked cute', 'just been mugged', 'i was joking', 'seventh grade slurs', 'a gay liberal', 'fathers feeling marginalized', 'euphemism for', 'tell a gay', 'as an insult', 'leering at', 'heard a rumor', 'of laughed because', 'this obsession with', 'uh being gay', 'a goth kid', 'caught of fooling', 'nerdy virgin', 'pop singers moaned', 'associate girls with', ""'s been cheating"", 'you french canadians', 'they were gay', 'him typing suggestive', ""i 'm gay"", 'to ethnically stereotype', 'my classmates death', 'they applaud virginity', 'when some asshole', 'about being gay', 'quoted taylor swift', 'stabbed by racist', 'sort of boyfriend', 'the closeted gay', 'gay person that', 'fourth grade crush', 'leered at', 'tiny bit joking', 'married my brother', 'provoked gasps', 'told some kid', 'kind of hippie', 'been cheating on', 'sees my shirt', ""'d married well"", 'closeted gay', 'gayest person', ""cousin 's husband"", 'morals especially when', 'i was gay', 'to a lesbian', 'girls are kinda', 'sometimes notice men', 'not to brag', 'racist because', 'like creationist', 'while skinheads are', 'subsidize fossil fuels']"
